image_id,image_path,device_type,field_name,field_label,manual_value,ocr_value,quality_tags,confidence,is_correct,error_type,error_reason,review_priority,review_score,ocr_engine
ENG-0067,data/images/ENG-0067.jpg,龙门吊,date,日期,2026-06-08,,small_font,0.1445,False,漏识别,字体过小导致编号细节难以分辨；关键编号字段未通过格式规则校验；文本检测阶段可能未定位到该字段,高,85,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,qc_id,桥吊编号,QC-07,,small_font|blur,0.2986,False,字段缺失,字体过小导致编号细节难以分辨；图像模糊导致字符边缘不清晰；关键编号字段未通过格式规则校验；字段标签或字段值未被完整识别,高,100,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,rtg_id,龙门吊编号,RTG-04,RTG-04,small_font|blur,0.9166,True,完全正确,识别正确,低,15,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,yard_gate,堆场口,YARD-A4,YARD-A4,small_font|blur,0.9522,True,完全正确,识别正确,低,15,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,work_area,作业区域,B-28,B-28,small_font|blur,0.9125,True,完全正确,识别正确,低,15,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,equipment_status,设备状态,维修中,维修信,small_font|blur,0.5554,False,中文识别错误,字体过小导致编号细节难以分辨；图像模糊导致字符边缘不清晰；中文字段语义相近或笔画被干扰,高,78,simulated
ENG-0068,data/images/ENG-0068.jpg,堆场口,date,日期,2026-06-09,2026-06-09,small_font|blur,0.8959,True,完全正确,识别正确,低,15,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,qc_id,桥吊编号,QC-06,QC-06,,0.9503,True,完全正确,识别正确,低,0,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,rtg_id,龙门吊编号,RTG-26,RTG-26,,0.958,True,完全正确,识别正确,低,0,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,yard_gate,堆场口,YARD-D4,YARD-D4,,0.8973,True,完全正确,识别正确,低,0,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,work_area,作业区域,D-23,D-23,,0.9426,True,完全正确,识别正确,低,0,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,equipment_status,设备状态,待检,待检,,0.8877,True,完全正确,识别正确,低,0,simulated
ENG-0069,data/images/ENG-0069.jpg,桥吊,date,日期,2026-06-10,2026-06-10,,0.8681,True,完全正确,识别正确,低,0,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,qc_id,桥吊编号,QC-27,QC-27,low_light,0.961,True,完全正确,识别正确,低,8,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,rtg_id,龙门吊编号,RTG-03,RTG-03,low_light,0.9013,True,完全正确,识别正确,低,8,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,yard_gate,堆场口,YARD-A2,YARD-A2,low_light,0.9394,True,完全正确,识别正确,低,8,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,work_area,作业区域,A-06,A-06,low_light,0.9818,True,完全正确,识别正确,低,8,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,equipment_status,设备状态,维修中,维修中,low_light,0.9263,True,完全正确,识别正确,低,8,simulated
ENG-0070,data/images/ENG-0070.jpg,堆场口,date,日期,2026-06-11,2026-06-11,low_light,0.8838,True,完全正确,识别正确,低,8,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,qc_id,桥吊编号,QC-26,QC-26,complex_bg|compression,0.8756,True,完全正确,识别正确,低,0,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,rtg_id,龙门吊编号,RTG-28,RTG-28,complex_bg|compression,0.9809,True,完全正确,识别正确,低,0,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,yard_gate,堆场口,YARD-E4,YARD-E4,complex_bg|compression,0.8644,True,完全正确,识别正确,低,0,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,work_area,作业区域,A-19,,complex_bg|compression,0.2014,False,字段缺失,复杂背景干扰文本检测；压缩失真造成细节丢失；关键编号字段未通过格式规则校验；字段标签或字段值未被完整识别,高,85,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,equipment_status,设备状态,正常,正常,complex_bg|compression,0.8884,True,完全正确,识别正确,低,0,simulated
ENG-0071,data/images/ENG-0071.jpg,桥吊,date,日期,2026-06-12,2026-06-12,complex_bg|compression,0.868,True,完全正确,识别正确,低,0,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,qc_id,桥吊编号,QC-14,QC-14,blur|low_light,0.9228,True,完全正确,识别正确,低,23,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,rtg_id,龙门吊编号,RTG-18,,blur|low_light,0.2627,False,字段缺失,图像模糊导致字符边缘不清晰；低亮度降低了文字与背景对比度；关键编号字段未通过格式规则校验；字段标签或字段值未被完整识别,高,100,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,yard_gate,堆场口,YARD-D7,Y4RD-D7,blur|low_light,0.583,False,字母识别错误,图像模糊导致字符边缘不清晰；低亮度降低了文字与背景对比度；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,高,100,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,work_area,作业区域,B-30,B-30,blur|low_light,0.9411,True,完全正确,识别正确,低,23,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,equipment_status,设备状态,维修中,维修中,blur|low_light,0.8813,True,完全正确,识别正确,低,23,simulated
ENG-0072,data/images/ENG-0072.jpg,桥吊,date,日期,2026-06-13,0026-06-13,blur|low_light,0.5914,False,字母识别错误,图像模糊导致字符边缘不清晰；低亮度降低了文字与背景对比度；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,高,100,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,qc_id,桥吊编号,QC-34,QC-34,occlusion|compression|small_font,0.9075,True,完全正确,识别正确,低,8,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,rtg_id,龙门吊编号,RTG-15,RTG-15,occlusion|compression|small_font,0.9736,True,完全正确,识别正确,低,8,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,yard_gate,堆场口,YARD-D9,YARD-D9,occlusion|compression|small_font,0.8751,True,完全正确,识别正确,低,8,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,work_area,作业区域,B-09,B-09,occlusion|compression|small_font,0.9649,True,完全正确,识别正确,低,8,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,equipment_status,设备状态,维修中,维修中,occlusion|compression|small_font,0.9619,True,完全正确,识别正确,低,8,simulated
ENG-0073,data/images/ENG-0073.jpg,堆场口,date,日期,2026-06-14,,occlusion|compression|small_font,0.208,False,字段缺失,遮挡覆盖了部分关键字段；压缩失真造成细节丢失；字体过小导致编号细节难以分辨；关键编号字段未通过格式规则校验；字段标签或字段值未被完整识别,高,93,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,qc_id,桥吊编号,QC-24,QC-24,small_font|tilt,0.8756,True,完全正确,识别正确,低,0,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-26,RTG-26,small_font|tilt,0.9466,True,完全正确,识别正确,低,0,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,yard_gate,堆场口,YARD-E3,YARD-E3,small_font|tilt,0.9753,True,完全正确,识别正确,低,0,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,work_area,作业区域,B-06,B-06,small_font|tilt,0.8927,True,完全正确,识别正确,低,0,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,equipment_status,设备状态,待检,待检,small_font|tilt,0.9853,True,完全正确,识别正确,低,0,simulated
ENG-0074,data/images/ENG-0074.jpg,混合作业牌,date,日期,2026-06-15,2026-06-15,small_font|tilt,0.9323,True,完全正确,识别正确,低,0,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,qc_id,桥吊编号,QC-06,QC-06,tilt|low_light,0.9774,True,完全正确,识别正确,低,8,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,rtg_id,龙门吊编号,RTG-23,RTG-23,tilt|low_light,0.9413,True,完全正确,识别正确,低,8,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,yard_gate,堆场口,YARD-C8,YARD-C8,tilt|low_light,0.9518,True,完全正确,识别正确,低,8,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,work_area,作业区域,C-25,C-25,tilt|low_light,0.9719,True,完全正确,识别正确,低,8,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,equipment_status,设备状态,维修中,维修中,tilt|low_light,0.9603,True,完全正确,识别正确,低,8,simulated
ENG-0075,data/images/ENG-0075.jpg,桥吊,date,日期,2026-06-16,2026-06-16,tilt|low_light,0.908,True,完全正确,识别正确,低,8,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,qc_id,桥吊编号,QC-22,QC-22,,0.8979,True,完全正确,识别正确,低,0,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,rtg_id,龙门吊编号,RTG-24,RTG-24,,0.9743,True,完全正确,识别正确,低,0,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,yard_gate,堆场口,YARD-C9,YARD-C9,,0.9642,True,完全正确,识别正确,低,0,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,work_area,作业区域,B-22,B-22,,0.9323,True,完全正确,识别正确,低,0,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,equipment_status,设备状态,维修中,维修中,,0.9226,True,完全正确,识别正确,低,0,simulated
ENG-0076,data/images/ENG-0076.jpg,龙门吊,date,日期,2026-06-17,2026-06-17,,0.9182,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,qc_id,桥吊编号,QC-21,QC-21,complex_bg,0.9324,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,rtg_id,龙门吊编号,RTG-26,RTG-26,complex_bg,0.9093,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,yard_gate,堆场口,YARD-B7,YARD-B7,complex_bg,0.9646,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,work_area,作业区域,B-19,B-19,complex_bg,0.9125,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,equipment_status,设备状态,正常,正常,complex_bg,0.8814,True,完全正确,识别正确,低,0,simulated
ENG-0077,data/images/ENG-0077.jpg,龙门吊,date,日期,2026-06-18,2026-06-18,complex_bg,0.9209,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,qc_id,桥吊编号,QC-07,QC-07,,0.8837,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,rtg_id,龙门吊编号,RTG-28,RTG-28,,0.9446,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,yard_gate,堆场口,YARD-D8,YARD-D8,,0.924,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,work_area,作业区域,A-05,A-05,,0.8687,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,equipment_status,设备状态,正常,正常,,0.9819,True,完全正确,识别正确,低,0,simulated
ENG-0078,data/images/ENG-0078.jpg,桥吊,date,日期,2026-06-19,2026-06-19,,0.9497,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,qc_id,桥吊编号,QC-29,QC-29,compression|blur,0.9534,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,rtg_id,龙门吊编号,RTG-07,RTG-07,compression|blur,0.914,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,yard_gate,堆场口,YARD-B6,YARD-B6,compression|blur,0.98,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,work_area,作业区域,B-07,B-07,compression|blur,0.9378,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,equipment_status,设备状态,待检,待检,compression|blur,0.9811,True,完全正确,识别正确,低,0,simulated
ENG-0079,data/images/ENG-0079.jpg,龙门吊,date,日期,2026-06-20,2026-06-20,compression|blur,0.965,True,完全正确,识别正确,低,0,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,qc_id,桥吊编号,QC-19,QC-19,small_font|tilt,0.8624,True,完全正确,识别正确,低,15,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,rtg_id,龙门吊编号,RTG-04,RT6-04,small_font|tilt,0.5862,False,字母识别错误,字体过小导致编号细节难以分辨；拍摄角度倾斜导致文本基线偏移；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,高,100,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,yard_gate,堆场口,YARD-C5,C5-YARD,small_font|tilt,0.6281,False,顺序错误,字体过小导致编号细节难以分辨；拍摄角度倾斜导致文本基线偏移；关键编号字段未通过格式规则校验；字符内容接近但读取顺序异常,高,100,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,work_area,作业区域,C-11,C-11,small_font|tilt,0.9852,True,完全正确,识别正确,低,15,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,equipment_status,设备状态,维修中,维修中,small_font|tilt,0.9558,True,完全正确,识别正确,低,15,simulated
ENG-0080,data/images/ENG-0080.jpg,龙门吊,date,日期,2026-06-21,2026-06-21,small_font|tilt,0.9042,True,完全正确,识别正确,低,15,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,qc_id,桥吊编号,QC-32,QC-32,,0.8802,True,完全正确,识别正确,低,0,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-26,RTG-26,,0.9249,True,完全正确,识别正确,低,0,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,yard_gate,堆场口,YARD-C7,YARD-C7,,0.9115,True,完全正确,识别正确,低,0,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,work_area,作业区域,B-26,B-26,,0.9412,True,完全正确,识别正确,低,0,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,equipment_status,设备状态,待检,待检,,0.8979,True,完全正确,识别正确,低,0,simulated
ENG-0081,data/images/ENG-0081.jpg,混合作业牌,date,日期,2026-06-22,2026-06-22,,0.8869,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,qc_id,桥吊编号,QC-26,QC-26,noise|tilt,0.8837,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,rtg_id,龙门吊编号,RTG-22,RTG-22,noise|tilt,0.9641,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,yard_gate,堆场口,YARD-E4,YARD-E4,noise|tilt,0.9757,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,work_area,作业区域,A-27,A-27,noise|tilt,0.8762,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,equipment_status,设备状态,待检,待检,noise|tilt,0.9827,True,完全正确,识别正确,低,0,simulated
ENG-0082,data/images/ENG-0082.jpg,堆场口,date,日期,2026-06-23,2026-06-23,noise|tilt,0.8696,True,完全正确,识别正确,低,0,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,qc_id,桥吊编号,QC-29,QC-29,low_light,0.9076,True,完全正确,识别正确,低,8,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,rtg_id,龙门吊编号,RTG-23,RTG-23,low_light,0.9552,True,完全正确,识别正确,低,8,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,yard_gate,堆场口,YARD-G2,YARD-G3,low_light,0.5494,False,数字识别错误,低亮度降低了文字与背景对比度；数字与相似字符混淆，例如 0/O、3/8、1/I,高,83,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,work_area,作业区域,A-19,A-19,low_light,0.9586,True,完全正确,识别正确,低,8,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,equipment_status,设备状态,待检,待检,low_light,0.9659,True,完全正确,识别正确,低,8,simulated
ENG-0083,data/images/ENG-0083.jpg,桥吊,date,日期,2026-06-24,2026-06-24,low_light,0.8695,True,完全正确,识别正确,低,8,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,qc_id,桥吊编号,QC-24,OC-24,low_light|noise,0.7661,False,字母识别错误,低亮度降低了文字与背景对比度；噪声干扰了字符轮廓；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,高,75,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-04,RTG-04,low_light|noise,0.8682,True,完全正确,识别正确,低,8,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,yard_gate,堆场口,YARD-C5,YARD-C5,low_light|noise,0.9507,True,完全正确,识别正确,低,8,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,work_area,作业区域,B-09,B-09,low_light|noise,0.9879,True,完全正确,识别正确,低,8,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,equipment_status,设备状态,维修中,维修中,low_light|noise,0.9318,True,完全正确,识别正确,低,8,simulated
ENG-0084,data/images/ENG-0084.jpg,混合作业牌,date,日期,2026-06-25,2026-06-25,low_light|noise,0.9796,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,qc_id,桥吊编号,QC-02,QC-02,low_light|blur|occlusion,0.89,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,rtg_id,龙门吊编号,RTG-15,RTG-15,low_light|blur|occlusion,0.8863,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,yard_gate,堆场口,YARD-A3,YARD-A3,low_light|blur|occlusion,0.9839,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,work_area,作业区域,C-03,C-03,low_light|blur|occlusion,0.863,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,equipment_status,设备状态,维修中,维修中,low_light|blur|occlusion,0.8898,True,完全正确,识别正确,低,8,simulated
ENG-0085,data/images/ENG-0085.jpg,龙门吊,date,日期,2026-06-26,2026-06-26,low_light|blur|occlusion,0.9343,True,完全正确,识别正确,低,8,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,qc_id,桥吊编号,QC-21,QC-21,compression,0.8899,True,完全正确,识别正确,低,0,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-22,RTG-22,compression,0.8943,True,完全正确,识别正确,低,0,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,yard_gate,堆场口,YARD-C4,YARD-C4,compression,0.9186,True,完全正确,识别正确,低,0,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,work_area,作业区域,D-02,D-02,compression,0.8819,True,完全正确,识别正确,低,0,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,equipment_status,设备状态,待检,待检,compression,0.9127,True,完全正确,识别正确,低,0,simulated
ENG-0086,data/images/ENG-0086.jpg,混合作业牌,date,日期,2026-06-27,2026-06-27,compression,0.979,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,qc_id,桥吊编号,QC-03,QC-03,,0.9035,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,rtg_id,龙门吊编号,RTG-21,RTG-21,,0.9569,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,yard_gate,堆场口,YARD-D6,YARD-D6,,0.9566,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,work_area,作业区域,D-15,D-15,,0.9215,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,equipment_status,设备状态,正常,正常,,0.8876,True,完全正确,识别正确,低,0,simulated
ENG-0087,data/images/ENG-0087.jpg,桥吊,date,日期,2026-06-28,2026-06-28,,0.9109,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,qc_id,桥吊编号,QC-10,QC-10,compression|tilt,0.8638,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-27,RTG-27,compression|tilt,0.9405,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,yard_gate,堆场口,YARD-D1,YARD-D1,compression|tilt,0.8879,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,work_area,作业区域,C-30,C-30,compression|tilt,0.9145,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,equipment_status,设备状态,待检,待检,compression|tilt,0.99,True,完全正确,识别正确,低,0,simulated
ENG-0088,data/images/ENG-0088.jpg,混合作业牌,date,日期,2026-06-29,2026-06-29,compression|tilt,0.9379,True,完全正确,识别正确,低,0,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,qc_id,桥吊编号,QC-17,QC-17,low_light|tilt,0.9382,True,完全正确,识别正确,低,8,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-22,RTG-22,low_light|tilt,0.8935,True,完全正确,识别正确,低,8,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,yard_gate,堆场口,YARD-B4,YARD-B4,low_light|tilt,0.9632,True,完全正确,识别正确,低,8,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,work_area,作业区域,A-29,A-29,low_light|tilt,0.9403,True,完全正确,识别正确,低,8,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,equipment_status,设备状态,正常,正常,low_light|tilt,0.8747,True,完全正确,识别正确,低,8,simulated
ENG-0089,data/images/ENG-0089.jpg,混合作业牌,date,日期,2026-06-30,2026-06-30,low_light|tilt,0.9633,True,完全正确,识别正确,低,8,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,qc_id,桥吊编号,QC-18,QC-18,,0.8662,True,完全正确,识别正确,低,0,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,rtg_id,龙门吊编号,RTG-18,RTG-18,,0.9601,True,完全正确,识别正确,低,0,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,yard_gate,堆场口,YARD-E2,YARD-E2,,0.9246,True,完全正确,识别正确,低,0,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,work_area,作业区域,A-16,A-16,,0.8938,True,完全正确,识别正确,低,0,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,equipment_status,设备状态,正常,正常,,0.9691,True,完全正确,识别正确,低,0,simulated
ENG-0090,data/images/ENG-0090.jpg,桥吊,date,日期,2026-06-01,2026-06-01,,0.8794,True,完全正确,识别正确,低,0,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,qc_id,桥吊编号,QC-33,QC-33,small_font|complex_bg|blur,0.9496,True,完全正确,识别正确,低,0,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,rtg_id,龙门吊编号,RTG-26,RTG-26,small_font|complex_bg|blur,0.9087,True,完全正确,识别正确,低,0,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,yard_gate,堆场口,YARD-E9,YARD-E9,small_font|complex_bg|blur,0.9006,True,完全正确,识别正确,低,0,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,work_area,作业区域,A-13,A-13,small_font|complex_bg|blur,0.9495,True,完全正确,识别正确,低,0,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,equipment_status,设备状态,维修中,维修信,small_font|complex_bg|blur,0.6962,False,中文识别错误,字体过小导致编号细节难以分辨；复杂背景干扰文本检测；图像模糊导致字符边缘不清晰；中文字段语义相近或笔画被干扰,中,45,simulated
ENG-0091,data/images/ENG-0091.jpg,龙门吊,date,日期,2026-06-02,2026-06-02,small_font|complex_bg|blur,0.9114,True,完全正确,识别正确,低,0,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,qc_id,桥吊编号,QC-23,,small_font,0.1274,False,漏识别,字体过小导致编号细节难以分辨；关键编号字段未通过格式规则校验；文本检测阶段可能未定位到该字段,高,100,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,rtg_id,龙门吊编号,RTG-19,RTG-19,small_font,0.9021,True,完全正确,识别正确,低,15,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,yard_gate,堆场口,YARD-C5,YARD-C5,small_font,0.9673,True,完全正确,识别正确,低,15,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,work_area,作业区域,B-30,B-30,small_font,0.8725,True,完全正确,识别正确,低,15,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,equipment_status,设备状态,正常,止常,small_font,0.5304,False,中文识别错误,字体过小导致编号细节难以分辨；中文字段语义相近或笔画被干扰,高,78,simulated
ENG-0092,data/images/ENG-0092.jpg,桥吊,date,日期,2026-06-03,2026-06-03,small_font,0.9347,True,完全正确,识别正确,低,15,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,qc_id,桥吊编号,QC-23,QC-23,complex_bg,0.929,True,完全正确,识别正确,低,0,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,rtg_id,龙门吊编号,RTG-25,RTG-25,complex_bg,0.9273,True,完全正确,识别正确,低,0,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,yard_gate,堆场口,YARD-E4,YARD-E4,complex_bg,0.8997,True,完全正确,识别正确,低,0,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,work_area,作业区域,B-09,B-09,complex_bg,0.8811,True,完全正确,识别正确,低,0,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,equipment_status,设备状态,待检,待检,complex_bg,0.8746,True,完全正确,识别正确,低,0,simulated
ENG-0093,data/images/ENG-0093.jpg,龙门吊,date,日期,2026-06-04,2O26-06-04,complex_bg,0.4757,False,数字识别错误,复杂背景干扰文本检测；关键编号字段未通过格式规则校验；数字与相似字符混淆，例如 0/O、3/8、1/I,高,85,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,qc_id,桥吊编号,QC-05,QC-05,noise|small_font,0.9814,True,完全正确,识别正确,低,0,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-26,RTG-26,noise|small_font,0.9809,True,完全正确,识别正确,低,0,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,yard_gate,堆场口,YARD-F1,YARD-F1,noise|small_font,0.9431,True,完全正确,识别正确,低,0,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,work_area,作业区域,D-30,YARD-47,noise|small_font,0.5069,False,误识别,噪声干扰了字符轮廓；字体过小导致编号细节难以分辨；关键编号字段未通过格式规则校验；背景或噪声被误判为文字,高,85,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,equipment_status,设备状态,待检,待检,noise|small_font,0.9688,True,完全正确,识别正确,低,0,simulated
ENG-0094,data/images/ENG-0094.jpg,混合作业牌,date,日期,2026-06-05,2026-06-05,noise|small_font,0.9679,True,完全正确,识别正确,低,0,simulated
