image_id,field_name,field_label,ocr_value,confidence,ocr_engine,error_type_hint
ENG-0130,rtg_id,龙门吊编号,RTG-25,0.8798,simulated,完全正确
ENG-0130,yard_gate,堆场口,YARD-F8,0.8854,simulated,完全正确
ENG-0130,work_area,作业区域,D-09,0.9313,simulated,完全正确
ENG-0130,equipment_status,设备状态,停用,0.888,simulated,完全正确
ENG-0130,date,日期,2026-06-11,0.898,simulated,完全正确
ENG-0131,qc_id,桥吊编号,QC-24,0.8612,simulated,完全正确
ENG-0131,rtg_id,龙门吊编号,RTG-23,0.9879,simulated,完全正确
ENG-0131,yard_gate,堆场口,YARD-A3,0.9616,simulated,完全正确
ENG-0131,work_area,作业区域,B-19,0.9686,simulated,完全正确
ENG-0131,equipment_status,设备状态,维修中,0.942,simulated,完全正确
ENG-0131,date,日期,2026-06-12,0.8976,simulated,完全正确
ENG-0132,qc_id,桥吊编号,QC-27,0.8877,simulated,完全正确
ENG-0132,rtg_id,龙门吊编号,RTG-14,0.8873,simulated,完全正确
ENG-0132,yard_gate,堆场口,Y4RD-D2,0.5514,simulated,字母识别错误
ENG-0132,work_area,作业区域,C-30,0.9472,simulated,完全正确
ENG-0132,equipment_status,设备状态,待检,0.979,simulated,完全正确
ENG-0132,date,日期,2026-06-13,0.8974,simulated,完全正确
ENG-0133,qc_id,桥吊编号,QC-29,0.9764,simulated,完全正确
ENG-0133,rtg_id,龙门吊编号,RTG-04,0.9152,simulated,完全正确
ENG-0133,yard_gate,堆场口,YARD-F3,0.9806,simulated,完全正确
ENG-0133,work_area,作业区域,C-17,0.9831,simulated,完全正确
ENG-0133,equipment_status,设备状态,,0.2859,simulated,字段缺失
ENG-0133,date,日期,2026-06-14,0.9651,simulated,完全正确
ENG-0134,qc_id,桥吊编号,QC-25,0.9355,simulated,完全正确
ENG-0134,rtg_id,龙门吊编号,RTG-26,0.9181,simulated,完全正确
ENG-0134,yard_gate,堆场口,YARD-E8,0.895,simulated,完全正确
ENG-0134,work_area,作业区域,C-09,0.9784,simulated,完全正确
ENG-0134,equipment_status,设备状态,待检,0.8716,simulated,完全正确
ENG-0134,date,日期,2026-06-15,0.9082,simulated,完全正确
ENG-0135,qc_id,桥吊编号,QC-26,0.9057,simulated,完全正确
ENG-0135,rtg_id,龙门吊编号,RTG-22,0.9361,simulated,完全正确
ENG-0135,yard_gate,堆场口,YARD-B3,0.9474,simulated,完全正确
ENG-0135,work_area,作业区域,C-28,0.9269,simulated,完全正确
ENG-0135,equipment_status,设备状态,正常,0.9393,simulated,完全正确
ENG-0135,date,日期,2026-06-16,0.9099,simulated,完全正确
ENG-0136,qc_id,桥吊编号,QC-08,0.8821,simulated,完全正确
ENG-0136,rtg_id,龙门吊编号,RTG-22,0.9206,simulated,完全正确
ENG-0136,yard_gate,堆场口,YARD-G5,0.9203,simulated,完全正确
ENG-0136,work_area,作业区域,D-02,0.8888,simulated,完全正确
ENG-0136,equipment_status,设备状态,侍检,0.4664,simulated,中文识别错误
ENG-0136,date,日期,2026-06-17,0.8702,simulated,完全正确
ENG-0137,qc_id,桥吊编号,QC-24,0.9597,simulated,完全正确
ENG-0137,rtg_id,龙门吊编号,RTG-26,0.9739,simulated,完全正确
ENG-0137,yard_gate,堆场口,YARD-H4,0.9533,simulated,完全正确
ENG-0137,work_area,作业区域,B-02,0.9823,simulated,完全正确
ENG-0137,equipment_status,设备状态,维修中,0.9763,simulated,完全正确
ENG-0137,date,日期,2026-06-18,0.8923,simulated,完全正确
ENG-0138,qc_id,桥吊编号,QC-33,0.9229,simulated,完全正确
ENG-0138,rtg_id,龙门吊编号,RTG-19,0.8824,simulated,完全正确
ENG-0138,yard_gate,堆场口,YARD-E5,0.9576,simulated,完全正确
ENG-0138,work_area,作业区域,B-30,0.9405,simulated,完全正确
ENG-0138,equipment_status,设备状态,停用,0.8733,simulated,完全正确
ENG-0138,date,日期,06-19-2026,0.5049,simulated,顺序错误
ENG-0139,qc_id,桥吊编号,QC-23,0.9715,simulated,完全正确
ENG-0139,rtg_id,龙门吊编号,RTG-14,0.8756,simulated,完全正确
ENG-0139,yard_gate,堆场口,YARD-C1,0.9379,simulated,完全正确
ENG-0139,work_area,作业区域,C-21,0.9102,simulated,完全正确
ENG-0139,equipment_status,设备状态,正常,0.9255,simulated,完全正确
ENG-0139,date,日期,2O26-06-20,0.7443,simulated,数字识别错误
ENG-0140,qc_id,桥吊编号,QC-36,0.895,simulated,完全正确
ENG-0140,rtg_id,龙门吊编号,RTG-19,0.9001,simulated,完全正确
ENG-0140,yard_gate,堆场口,F4-YARD,0.7646,simulated,顺序错误
ENG-0140,work_area,作业区域,C-02,0.8651,simulated,完全正确
ENG-0140,equipment_status,设备状态,维修中,0.9126,simulated,完全正确
ENG-0140,date,日期,2026-06-21,0.8695,simulated,完全正确
ENG-0141,qc_id,桥吊编号,QC-25,0.8838,simulated,完全正确
ENG-0141,rtg_id,龙门吊编号,RTG-16,0.978,simulated,完全正确
ENG-0141,yard_gate,堆场口,,0.1807,simulated,漏识别
ENG-0141,work_area,作业区域,D-26,0.6371,simulated,数字识别错误
ENG-0141,equipment_status,设备状态,待检,0.9284,simulated,完全正确
ENG-0141,date,日期,2026-06-22,0.9096,simulated,完全正确
ENG-0142,qc_id,桥吊编号,QC-02,0.8727,simulated,完全正确
ENG-0142,rtg_id,龙门吊编号,RTG-19,0.9355,simulated,完全正确
ENG-0142,yard_gate,堆场口,YARD-E3,0.9315,simulated,完全正确
ENG-0142,work_area,作业区域,A-26,0.9473,simulated,完全正确
ENG-0142,equipment_status,设备状态,停用,0.8609,simulated,完全正确
ENG-0142,date,日期,2026-06-23,0.9134,simulated,完全正确
ENG-0143,qc_id,桥吊编号,QC-20,0.8939,simulated,完全正确
ENG-0143,rtg_id,龙门吊编号,RTG-23,0.9176,simulated,完全正确
ENG-0143,yard_gate,堆场口,YARD-B6,0.971,simulated,完全正确
ENG-0143,work_area,作业区域,C-04,0.9295,simulated,完全正确
ENG-0143,equipment_status,设备状态,待检,0.9708,simulated,完全正确
ENG-0143,date,日期,2026-06-24,0.9744,simulated,完全正确
ENG-0144,qc_id,桥吊编号,OC-25,0.7849,simulated,字母识别错误
ENG-0144,rtg_id,龙门吊编号,RTG-18,0.9514,simulated,完全正确
ENG-0144,yard_gate,堆场口,,0.3915,simulated,漏识别
ENG-0144,work_area,作业区域,B-15,0.9418,simulated,完全正确
ENG-0144,equipment_status,设备状态,待检,0.9176,simulated,完全正确
ENG-0144,date,日期,2026-06-25,0.977,simulated,完全正确
ENG-0145,qc_id,桥吊编号,QC-23,0.9613,simulated,完全正确
ENG-0145,rtg_id,龙门吊编号,RTG-09,0.9402,simulated,完全正确
ENG-0145,yard_gate,堆场口,YARD-H5,0.9716,simulated,完全正确
ENG-0145,work_area,作业区域,B-19,0.9052,simulated,完全正确
ENG-0145,equipment_status,设备状态,维修中,0.8788,simulated,完全正确
ENG-0145,date,日期,2026-06-26,0.9815,simulated,完全正确
ENG-0146,qc_id,桥吊编号,,0.1014,simulated,漏识别
ENG-0146,rtg_id,龙门吊编号,RTG-16,0.8886,simulated,完全正确
ENG-0146,yard_gate,堆场口,YARD-A1,0.8781,simulated,完全正确
ENG-0146,work_area,作业区域,08-B,0.7986,simulated,顺序错误
ENG-0146,equipment_status,设备状态,停用,0.8914,simulated,完全正确
ENG-0146,date,日期,,0.1452,simulated,漏识别
ENG-0147,qc_id,桥吊编号,QC-07,0.872,simulated,完全正确
ENG-0147,rtg_id,龙门吊编号,RTG-09,0.8915,simulated,完全正确
ENG-0147,yard_gate,堆场口,YARD-E4,0.8832,simulated,完全正确
ENG-0147,work_area,作业区域,D-08,0.9781,simulated,完全正确
ENG-0147,equipment_status,设备状态,停用,0.9477,simulated,完全正确
ENG-0147,date,日期,2026-06-28,0.8721,simulated,完全正确
ENG-0148,qc_id,桥吊编号,QC-25,0.9739,simulated,完全正确
ENG-0148,rtg_id,龙门吊编号,RTG-02,0.8932,simulated,完全正确
ENG-0148,yard_gate,堆场口,YARD-H3,0.8795,simulated,完全正确
ENG-0148,work_area,作业区域,A-05,0.877,simulated,完全正确
ENG-0148,equipment_status,设备状态,维修中,0.9003,simulated,完全正确
ENG-0148,date,日期,2026-06-29,0.8854,simulated,完全正确
ENG-0149,qc_id,桥吊编号,QC-22,0.9747,simulated,完全正确
ENG-0149,rtg_id,龙门吊编号,RTG-23,0.8954,simulated,完全正确
ENG-0149,yard_gate,堆场口,,0.2161,simulated,漏识别
ENG-0149,work_area,作业区域,D-13,0.9122,simulated,完全正确
ENG-0149,equipment_status,设备状态,待检,0.9539,simulated,完全正确
ENG-0149,date,日期,2026-06-30,0.9802,simulated,完全正确
ENG-0150,qc_id,桥吊编号,QC-22,0.983,simulated,完全正确
ENG-0150,rtg_id,龙门吊编号,RTG-22,0.8841,simulated,完全正确
ENG-0150,yard_gate,堆场口,YARD-H3,0.9595,simulated,完全正确
ENG-0150,work_area,作业区域,A-14,0.8889,simulated,完全正确
ENG-0150,equipment_status,设备状态,维修中,0.8634,simulated,完全正确
ENG-0150,date,日期,2026-06-01,0.8899,simulated,完全正确
ENG-0151,qc_id,桥吊编号,QC-04,0.9182,simulated,完全正确
ENG-0151,rtg_id,龙门吊编号,16-RTG,0.5348,simulated,顺序错误
ENG-0151,yard_gate,堆场口,YARD-A8,0.9379,simulated,完全正确
ENG-0151,work_area,作业区域,D-21,0.9731,simulated,完全正确
ENG-0151,equipment_status,设备状态,维修信,0.48,simulated,中文识别错误
ENG-0151,date,日期,2026-06-02,0.9568,simulated,完全正确
ENG-0152,qc_id,桥吊编号,QC-03,0.9095,simulated,完全正确
ENG-0152,rtg_id,龙门吊编号,RTG-08,0.9551,simulated,完全正确
ENG-0152,yard_gate,堆场口,YARD-A2,0.8983,simulated,完全正确
ENG-0152,work_area,作业区域,D-16,0.9771,simulated,完全正确
ENG-0152,equipment_status,设备状态,正常,0.909,simulated,完全正确
ENG-0152,date,日期,2026-06-03,0.9607,simulated,完全正确
ENG-0153,qc_id,桥吊编号,QC-06,0.9213,simulated,完全正确
ENG-0153,rtg_id,龙门吊编号,RTG-15,0.9666,simulated,完全正确
ENG-0153,yard_gate,堆场口,YARD-C1,0.8944,simulated,完全正确
ENG-0153,work_area,作业区域,B-24,0.8811,simulated,完全正确
ENG-0153,equipment_status,设备状态,停用,0.9474,simulated,完全正确
ENG-0153,date,日期,2026-06-04,0.9183,simulated,完全正确
ENG-0154,qc_id,桥吊编号,QC-16,0.9469,simulated,完全正确
ENG-0154,rtg_id,龙门吊编号,RTG-05,0.9281,simulated,完全正确
ENG-0154,yard_gate,堆场口,YARD-B9,0.869,simulated,完全正确
ENG-0154,work_area,作业区域,B-22,0.896,simulated,完全正确
ENG-0154,equipment_status,设备状态,停用,0.9231,simulated,完全正确
ENG-0154,date,日期,2026-06-05,0.8779,simulated,完全正确
ENG-0155,qc_id,桥吊编号,QC-03,0.9855,simulated,完全正确
ENG-0155,rtg_id,龙门吊编号,RTG-15,0.9548,simulated,完全正确
ENG-0155,yard_gate,堆场口,YARD-H4,0.9725,simulated,完全正确
ENG-0155,work_area,作业区域,B-12,0.9261,simulated,完全正确
ENG-0155,equipment_status,设备状态,正常,0.9023,simulated,完全正确
ENG-0155,date,日期,2026-06-06,0.92,simulated,完全正确
ENG-0156,qc_id,桥吊编号,QC-14,0.9769,simulated,完全正确
ENG-0156,rtg_id,龙门吊编号,RTG-14,0.9149,simulated,完全正确
ENG-0156,yard_gate,堆场口,YARD-A9,0.9638,simulated,完全正确
ENG-0156,work_area,作业区域,C-12,0.9283,simulated,完全正确
ENG-0156,equipment_status,设备状态,待检,0.9673,simulated,完全正确
ENG-0156,date,日期,2026-06-07,0.9595,simulated,完全正确
ENG-0157,qc_id,桥吊编号,QC-19,0.9575,simulated,完全正确
ENG-0157,rtg_id,龙门吊编号,RTG-12,0.8777,simulated,完全正确
ENG-0157,yard_gate,堆场口,YARD-F2,0.9137,simulated,完全正确
ENG-0157,work_area,作业区域,D-03,0.9427,simulated,完全正确
ENG-0157,equipment_status,设备状态,维修中,0.9344,simulated,完全正确
ENG-0157,date,日期,2026-06-08,0.9415,simulated,完全正确
ENG-0158,qc_id,桥吊编号,06-QC,0.5774,simulated,顺序错误
ENG-0158,rtg_id,龙门吊编号,RTG-11,0.9763,simulated,完全正确
ENG-0158,yard_gate,堆场口,YARD-A6,0.9802,simulated,完全正确
ENG-0158,work_area,作业区域,C-07,0.918,simulated,完全正确
ENG-0158,equipment_status,设备状态,待检,0.8735,simulated,完全正确
ENG-0158,date,日期,2026-06-09,0.9145,simulated,完全正确
ENG-0159,qc_id,桥吊编号,QC-10,0.9408,simulated,完全正确
ENG-0159,rtg_id,龙门吊编号,RTG-15,0.8742,simulated,完全正确
ENG-0159,yard_gate,堆场口,YARD-E9,0.9524,simulated,完全正确
ENG-0159,work_area,作业区域,A-17,0.8842,simulated,完全正确
ENG-0159,equipment_status,设备状态,维修中,0.8979,simulated,完全正确
ENG-0159,date,日期,2026-06-10,0.8633,simulated,完全正确
ENG-0160,qc_id,桥吊编号,QC-02,0.9327,simulated,完全正确
ENG-0160,rtg_id,龙门吊编号,RTG-05,0.8672,simulated,完全正确
ENG-0160,yard_gate,堆场口,YARD-E6,0.939,simulated,完全正确
ENG-0160,work_area,作业区域,A-27,0.9863,simulated,完全正确
ENG-0160,equipment_status,设备状态,待检,0.8729,simulated,完全正确
ENG-0160,date,日期,2026-06-11,0.8779,simulated,完全正确
ENG-0161,qc_id,桥吊编号,QC-36,0.9212,simulated,完全正确
ENG-0161,rtg_id,龙门吊编号,RTG-14,0.9595,simulated,完全正确
ENG-0161,yard_gate,堆场口,YARD-D7,0.9641,simulated,完全正确
ENG-0161,work_area,作业区域,C-15,0.9885,simulated,完全正确
ENG-0161,equipment_status,设备状态,待检,0.8694,simulated,完全正确
ENG-0161,date,日期,2026-06-12,0.8956,simulated,完全正确
ENG-0162,qc_id,桥吊编号,QC-19,0.9063,simulated,完全正确
ENG-0162,rtg_id,龙门吊编号,RTG-01,0.8755,simulated,完全正确
ENG-0162,yard_gate,堆场口,YARD-F7,0.9859,simulated,完全正确
ENG-0162,work_area,作业区域,C-24,0.907,simulated,完全正确
ENG-0162,equipment_status,设备状态,维修中,0.8756,simulated,完全正确
ENG-0162,date,日期,2026-06-13,0.8954,simulated,完全正确
ENG-0163,qc_id,桥吊编号,QC-24,0.9868,simulated,完全正确
ENG-0163,rtg_id,龙门吊编号,RTG-09,0.8743,simulated,完全正确
ENG-0163,yard_gate,堆场口,YARD-F5,0.9018,simulated,完全正确
ENG-0163,work_area,作业区域,B-16,0.9597,simulated,完全正确
ENG-0163,equipment_status,设备状态,停用,0.9031,simulated,完全正确
ENG-0163,date,日期,06-14-2026,0.7077,simulated,顺序错误
ENG-0164,qc_id,桥吊编号,,0.2708,simulated,漏识别
ENG-0164,rtg_id,龙门吊编号,RTG-23,0.9045,simulated,完全正确
ENG-0164,yard_gate,堆场口,YARD-D7,0.8942,simulated,完全正确
ENG-0164,work_area,作业区域,A-24,0.9871,simulated,完全正确
ENG-0164,equipment_status,设备状态,,0.0898,simulated,漏识别
ENG-0164,date,日期,2026-06-15,0.9611,simulated,完全正确
ENG-0165,qc_id,桥吊编号,QC-15,0.9268,simulated,完全正确
ENG-0165,rtg_id,龙门吊编号,,0.23,simulated,字段缺失
ENG-0165,yard_gate,堆场口,YARD-H4,0.966,simulated,完全正确
ENG-0165,work_area,作业区域,,0.1778,simulated,漏识别
ENG-0165,equipment_status,设备状态,,0.3835,simulated,漏识别
ENG-0165,date,日期,,0.2299,simulated,漏识别
ENG-0166,qc_id,桥吊编号,QC-32,0.9085,simulated,完全正确
ENG-0166,rtg_id,龙门吊编号,RTG-19,0.929,simulated,完全正确
ENG-0166,yard_gate,堆场口,YARD-A7,0.8931,simulated,完全正确
ENG-0166,work_area,作业区域,B-12,0.9009,simulated,完全正确
ENG-0166,equipment_status,设备状态,正常,0.9839,simulated,完全正确
ENG-0166,date,日期,2026-06-17,0.9104,simulated,完全正确
ENG-0167,qc_id,桥吊编号,QC-28,0.9625,simulated,完全正确
ENG-0167,rtg_id,龙门吊编号,RTG-17,0.9031,simulated,完全正确
ENG-0167,yard_gate,堆场口,,0.1635,simulated,漏识别
ENG-0167,work_area,作业区域,A-13,0.9446,simulated,完全正确
ENG-0167,equipment_status,设备状态,停用,0.9875,simulated,完全正确
ENG-0167,date,日期,2026-06-18,0.9464,simulated,完全正确
ENG-0168,qc_id,桥吊编号,QC-29,0.9445,simulated,完全正确
ENG-0168,rtg_id,龙门吊编号,RTG-01,0.8714,simulated,完全正确
ENG-0168,yard_gate,堆场口,Y4RD-C6,0.6698,simulated,字母识别错误
ENG-0168,work_area,作业区域,D-14,0.8777,simulated,完全正确
ENG-0168,equipment_status,设备状态,停用,0.957,simulated,完全正确
ENG-0168,date,日期,2026-06-19,0.8834,simulated,完全正确
ENG-0169,qc_id,桥吊编号,QC-05,0.9431,simulated,完全正确
ENG-0169,rtg_id,龙门吊编号,RTG-12,0.8815,simulated,完全正确
ENG-0169,yard_gate,堆场口,,0.3734,simulated,漏识别
ENG-0169,work_area,作业区域,D-13,0.9744,simulated,完全正确
ENG-0169,equipment_status,设备状态,正常,0.9525,simulated,完全正确
ENG-0169,date,日期,2026-06-20,0.9046,simulated,完全正确
ENG-0170,qc_id,桥吊编号,18-QC,0.5801,simulated,顺序错误
ENG-0170,rtg_id,龙门吊编号,RTG-25,0.8888,simulated,完全正确
ENG-0170,yard_gate,堆场口,YARD-A6,0.9036,simulated,完全正确
ENG-0170,work_area,作业区域,A-17,0.8783,simulated,完全正确
ENG-0170,equipment_status,设备状态,停用,0.974,simulated,完全正确
ENG-0170,date,日期,2026-06-21,0.9577,simulated,完全正确
ENG-0171,qc_id,桥吊编号,QC-05,0.9613,simulated,完全正确
ENG-0171,rtg_id,龙门吊编号,RTG-19,0.9612,simulated,完全正确
ENG-0171,yard_gate,堆场口,YARD-H4,0.9848,simulated,完全正确
ENG-0171,work_area,作业区域,B-10,0.9332,simulated,完全正确
ENG-0171,equipment_status,设备状态,停用,0.9644,simulated,完全正确
ENG-0171,date,日期,2026-06-22,0.9572,simulated,完全正确
ENG-0172,qc_id,桥吊编号,QC-18,0.8959,simulated,完全正确
ENG-0172,rtg_id,龙门吊编号,,0.1777,simulated,字段缺失
ENG-0172,yard_gate,堆场口,YARD-68,0.5649,simulated,字母识别错误
ENG-0172,work_area,作业区域,B-19,0.8972,simulated,完全正确
ENG-0172,equipment_status,设备状态,维修中,0.8769,simulated,完全正确
ENG-0172,date,日期,2026-06-23,0.926,simulated,完全正确
ENG-0173,qc_id,桥吊编号,RTG-O2,0.4894,simulated,误识别
ENG-0173,rtg_id,龙门吊编号,RTG-23,0.8607,simulated,完全正确
ENG-0173,yard_gate,堆场口,YARD-A7,0.9442,simulated,完全正确
ENG-0173,work_area,作业区域,,0.3412,simulated,字段缺失
ENG-0173,equipment_status,设备状态,停用,0.9759,simulated,完全正确
ENG-0173,date,日期,,0.2394,simulated,字段缺失
ENG-0174,qc_id,桥吊编号,QC-19,0.9001,simulated,完全正确
ENG-0174,rtg_id,龙门吊编号,RTG-07,0.9706,simulated,完全正确
ENG-0174,yard_gate,堆场口,YARD-E7,0.8618,simulated,完全正确
ENG-0174,work_area,作业区域,A-27,0.8989,simulated,完全正确
ENG-0174,equipment_status,设备状态,维修中,0.9377,simulated,完全正确
ENG-0174,date,日期,2026-06-25,0.9556,simulated,完全正确
ENG-0175,qc_id,桥吊编号,QC-24,0.9765,simulated,完全正确
ENG-0175,rtg_id,龙门吊编号,RTG-22,0.9811,simulated,完全正确
ENG-0175,yard_gate,堆场口,YARD-E6,0.9251,simulated,完全正确
ENG-0175,work_area,作业区域,C-09,0.9693,simulated,完全正确
ENG-0175,equipment_status,设备状态,停用,0.9684,simulated,完全正确
ENG-0175,date,日期,2026-06-26,0.8977,simulated,完全正确
ENG-0176,qc_id,桥吊编号,QC-25,0.9236,simulated,完全正确
ENG-0176,rtg_id,龙门吊编号,RTG-13,0.9005,simulated,完全正确
ENG-0176,yard_gate,堆场口,YARD-F4,0.935,simulated,完全正确
ENG-0176,work_area,作业区域,,0.3102,simulated,漏识别
ENG-0176,equipment_status,设备状态,停用,0.9811,simulated,完全正确
ENG-0176,date,日期,2026-06-27,0.9808,simulated,完全正确
ENG-0177,qc_id,桥吊编号,QC-28,0.9569,simulated,完全正确
ENG-0177,rtg_id,龙门吊编号,RTG-01,0.8647,simulated,完全正确
ENG-0177,yard_gate,堆场口,YARD-F8,0.8713,simulated,完全正确
ENG-0177,work_area,作业区域,C-24,0.9111,simulated,完全正确
ENG-0177,equipment_status,设备状态,正常,0.9861,simulated,完全正确
ENG-0177,date,日期,2026-06-28,0.9563,simulated,完全正确
ENG-0178,qc_id,桥吊编号,QC-02,0.9432,simulated,完全正确
ENG-0178,rtg_id,龙门吊编号,RTG-28,0.9151,simulated,完全正确
ENG-0178,yard_gate,堆场口,YARD-G3,0.9453,simulated,完全正确
ENG-0178,work_area,作业区域,0-09,0.7473,simulated,字母识别错误
ENG-0178,equipment_status,设备状态,正常,0.9461,simulated,完全正确
ENG-0178,date,日期,2026-06-29,0.9622,simulated,完全正确
ENG-0179,qc_id,桥吊编号,OC-15,0.6633,simulated,字母识别错误
ENG-0179,rtg_id,龙门吊编号,RTG-13,0.8743,simulated,完全正确
ENG-0179,yard_gate,堆场口,YARD-F3,0.9821,simulated,完全正确
ENG-0179,work_area,作业区域,A-05,0.9158,simulated,完全正确
ENG-0179,equipment_status,设备状态,维修中,0.8603,simulated,完全正确
ENG-0179,date,日期,0026-06-30,0.7735,simulated,字母识别错误
ENG-0180,qc_id,桥吊编号,QC-06,0.8804,simulated,完全正确
ENG-0180,rtg_id,龙门吊编号,RTG-04,0.9115,simulated,完全正确
ENG-0180,yard_gate,堆场口,YARD-F8,0.705,simulated,数字识别错误
ENG-0180,work_area,作业区域,,0.2639,simulated,字段缺失
ENG-0180,equipment_status,设备状态,维修中,0.95,simulated,完全正确
ENG-0180,date,日期,2026-06-01,0.8912,simulated,完全正确
ENG-0181,qc_id,桥吊编号,QC-20,0.9195,simulated,完全正确
ENG-0181,rtg_id,龙门吊编号,RTG-01,0.9386,simulated,完全正确
ENG-0181,yard_gate,堆场口,YARD-E9,0.9876,simulated,完全正确
ENG-0181,work_area,作业区域,A-06,0.963,simulated,完全正确
ENG-0181,equipment_status,设备状态,停用,0.8912,simulated,完全正确
ENG-0181,date,日期,2026-06-02,0.9342,simulated,完全正确
ENG-0182,qc_id,桥吊编号,QC-20,0.9758,simulated,完全正确
ENG-0182,rtg_id,龙门吊编号,RTG-15,0.9725,simulated,完全正确
ENG-0182,yard_gate,堆场口,YARD-D7,0.9349,simulated,完全正确
ENG-0182,work_area,作业区域,16-A,0.763,simulated,顺序错误
ENG-0182,equipment_status,设备状态,待检,0.8631,simulated,完全正确
ENG-0182,date,日期,2026-06-03,0.9321,simulated,完全正确
ENG-0183,qc_id,桥吊编号,QC-21,0.9571,simulated,完全正确
ENG-0183,rtg_id,龙门吊编号,RTG-08,0.9541,simulated,完全正确
ENG-0183,yard_gate,堆场口,YARD-C4,0.8861,simulated,完全正确
ENG-0183,work_area,作业区域,B-04,0.9842,simulated,完全正确
ENG-0183,equipment_status,设备状态,,0.3556,simulated,漏识别
ENG-0183,date,日期,2026-06-04,0.985,simulated,完全正确
ENG-0184,qc_id,桥吊编号,QC-34,0.9124,simulated,完全正确
ENG-0184,rtg_id,龙门吊编号,RTG-22,0.9326,simulated,完全正确
ENG-0184,yard_gate,堆场口,YARD-G8,0.633,simulated,数字识别错误
ENG-0184,work_area,作业区域,D-18,0.946,simulated,完全正确
ENG-0184,equipment_status,设备状态,停川,0.5218,simulated,中文识别错误
ENG-0184,date,日期,2026-06-05,0.9865,simulated,完全正确
ENG-0185,qc_id,桥吊编号,QC-10,0.8998,simulated,完全正确
ENG-0185,rtg_id,龙门吊编号,RTG-20,0.957,simulated,完全正确
ENG-0185,yard_gate,堆场口,YARD-C9,0.9471,simulated,完全正确
ENG-0185,work_area,作业区域,A-22,0.8766,simulated,完全正确
ENG-0185,equipment_status,设备状态,停用,0.942,simulated,完全正确
ENG-0185,date,日期,2026-06-06,0.9117,simulated,完全正确
ENG-0186,qc_id,桥吊编号,QC-22,0.8904,simulated,完全正确
ENG-0186,rtg_id,龙门吊编号,03-RTG,0.8133,simulated,顺序错误
ENG-0186,yard_gate,堆场口,YARD-B2,0.9064,simulated,完全正确
ENG-0186,work_area,作业区域,C-18,0.8811,simulated,完全正确
ENG-0186,equipment_status,设备状态,停用,0.9469,simulated,完全正确
ENG-0186,date,日期,YARD-47,0.5072,simulated,误识别
ENG-0187,qc_id,桥吊编号,QC-32,0.8896,simulated,完全正确
ENG-0187,rtg_id,龙门吊编号,RTG-20,0.9192,simulated,完全正确
ENG-0187,yard_gate,堆场口,YARD-A1,0.9784,simulated,完全正确
ENG-0187,work_area,作业区域,A-I1,0.6349,simulated,数字识别错误
ENG-0187,equipment_status,设备状态,待检,0.9451,simulated,完全正确
ENG-0187,date,日期,2026-06-08,0.9138,simulated,完全正确
ENG-0188,qc_id,桥吊编号,QC-02,0.8817,simulated,完全正确
ENG-0188,rtg_id,龙门吊编号,RTG-22,0.8994,simulated,完全正确
ENG-0188,yard_gate,堆场口,YARD-H5,0.9163,simulated,完全正确
ENG-0188,work_area,作业区域,D-08,0.9195,simulated,完全正确
ENG-0188,equipment_status,设备状态,维修中,0.9676,simulated,完全正确
ENG-0188,date,日期,2026-06-09,0.9593,simulated,完全正确
ENG-0189,qc_id,桥吊编号,QC-21,0.9009,simulated,完全正确
ENG-0189,rtg_id,龙门吊编号,RTG-05,0.9474,simulated,完全正确
ENG-0189,yard_gate,堆场口,YARD-A3,0.9159,simulated,完全正确
ENG-0189,work_area,作业区域,B-20,0.8636,simulated,完全正确
ENG-0189,equipment_status,设备状态,停用,0.9195,simulated,完全正确
ENG-0189,date,日期,2026-06-10,0.9521,simulated,完全正确
ENG-0190,qc_id,桥吊编号,QC-22,0.8776,simulated,完全正确
ENG-0190,rtg_id,龙门吊编号,RTG-06,0.9527,simulated,完全正确
ENG-0190,yard_gate,堆场口,YARD-B3,0.8905,simulated,完全正确
ENG-0190,work_area,作业区域,B-01,0.976,simulated,完全正确
ENG-0190,equipment_status,设备状态,正常,0.9037,simulated,完全正确
ENG-0190,date,日期,2026-06-11,0.9482,simulated,完全正确
ENG-0191,qc_id,桥吊编号,QC-22,0.9651,simulated,完全正确
ENG-0191,rtg_id,龙门吊编号,RTG-27,0.9102,simulated,完全正确
ENG-0191,yard_gate,堆场口,YARD-G8,0.956,simulated,完全正确
ENG-0191,work_area,作业区域,0-28,0.5853,simulated,字母识别错误
ENG-0191,equipment_status,设备状态,待检,0.9348,simulated,完全正确
ENG-0191,date,日期,2026-06-12,0.9076,simulated,完全正确
ENG-0192,qc_id,桥吊编号,QC-14,0.9429,simulated,完全正确
ENG-0192,rtg_id,龙门吊编号,RTG-15,0.9039,simulated,完全正确
ENG-0192,yard_gate,堆场口,YARD-A9,0.9559,simulated,完全正确
ENG-0192,work_area,作业区域,A-15,0.9055,simulated,完全正确
ENG-0192,equipment_status,设备状态,待检,0.8837,simulated,完全正确
ENG-0192,date,日期,2026-06-13,0.8667,simulated,完全正确
ENG-0193,qc_id,桥吊编号,QC-07,0.9079,simulated,完全正确
ENG-0193,rtg_id,龙门吊编号,RTG-08,0.9618,simulated,完全正确
ENG-0193,yard_gate,堆场口,YARD-C2,0.9545,simulated,完全正确
ENG-0193,work_area,作业区域,,0.2321,simulated,漏识别
ENG-0193,equipment_status,设备状态,正常,0.9858,simulated,完全正确
